gene ID,log2FC,p-value
CGI_10014662,-0.075620649,0.702977081
CGI_10014781,-0.240667291,0.703226097
CGI_10007652,-0.074921378,0.703240271
CGI_10009455,0.125050299,0.703240271
CGI_10014871,-0.161312451,0.703240271
CGI_10014875,-0.171349181,0.703240271
CGI_10010143,0.244709976,0.703414826
CGI_10009515,-0.06783257,0.703428174
CGI_10002440,0.247034531,0.703430952
CGI_10005150,0.235083539,0.703430952
CGI_10015581,-0.246984873,0.703489484
CGI_10002164,-0.24674195,0.703886304
CGI_10006240,0.205982321,0.703886304
CGI_10009351,0.216444503,0.703886304
CGI_10010234,0.092999101,0.703886304
CGI_10010484,-0.105644292,0.703886304
CGI_10010607,-0.086201258,0.703886304
CGI_10012081,0.091422664,0.703886304
CGI_10021233,0.063451625,0.703886304
CGI_10021843,0.135133957,0.703886304
CGI_10023778,0.117194985,0.703886304
CGI_10025578,-0.12729445,0.703886304
CGI_10026395,0.067740337,0.703886304
CGI_10004864,0.126846285,0.703934544
CGI_10018456,-0.139422781,0.703934544
CGI_10007122,0.192170176,0.704025131
CGI_10022120,-0.181035921,0.704025131
CGI_10028398,0.122060285,0.704025131
CGI_10002599,0.132835823,0.704141289
CGI_10010023,0.208969761,0.704151547
CGI_10004612,-0.094868468,0.704153167
CGI_10006149,0.239608835,0.704277089
CGI_10015010,0.244620991,0.704318574
CGI_10015891,0.200808787,0.704523812
CGI_10008028,0.24255931,0.704525179
CGI_10001074,-0.206726394,0.704657992
CGI_10001524,-0.223817421,0.704657992
CGI_10003114,-0.237797648,0.704657992
CGI_10004183,0.107218433,0.704657992
CGI_10008239,0.134426164,0.704657992
CGI_10016939,0.13116443,0.704657992
CGI_10027034,-0.114472694,0.704657992
CGI_10006150,0.236736159,0.704899046
CGI_10023028,-0.169713932,0.704899046
CGI_10027133,-0.114340215,0.704899046
CGI_10018893,0.126145844,0.704912468
CGI_10018792,-0.164868637,0.704919741
CGI_10007794,0.147814876,0.705027044
CGI_10013923,0.16744026,0.705027044
CGI_10017010,-0.232491748,0.705027044
CGI_10018184,0.224115225,0.705027044
CGI_10018409,-0.241305101,0.705027044
CGI_10005379,0.111847205,0.705144167
CGI_10005637,0.240235146,0.705144167
CGI_10008415,0.103434816,0.705144167
CGI_10012590,0.122334683,0.705144167
CGI_10014192,-0.148535316,0.705144167
CGI_10017888,0.113616248,0.705144167
CGI_10008695,-0.090764546,0.705171544
CGI_10012198,0.082524818,0.705193775
CGI_10013588,-0.14327879,0.705193775
CGI_10027370,-0.16920293,0.705193775
CGI_10001785,-0.225374035,0.705224741
CGI_10003119,0.215717206,0.705224741
CGI_10012295,-0.245465407,0.705224741
CGI_10000165,0.217863065,0.705533773
CGI_10004448,0.137074745,0.705533773
CGI_10009884,0.11816474,0.705533773
CGI_10020699,0.115568343,0.705533773
CGI_10022678,-0.104058878,0.705533773
CGI_10002307,-0.165069209,0.70574107
CGI_10004942,-0.117595907,0.70574107
CGI_10007093,0.088841444,0.70574107
CGI_10007370,0.182189814,0.70574107
CGI_10008518,-0.144543419,0.70574107
CGI_10012493,-0.107232588,0.70574107
CGI_10017402,0.089184732,0.70574107
CGI_10019734,0.07772083,0.70574107
CGI_10021437,0.189206606,0.70574107
CGI_10028800,-0.081593985,0.70574107
CGI_10009634,0.244958526,0.705859856
CGI_10015248,0.144035746,0.705859856
CGI_10019816,-0.233746209,0.705859856
CGI_10021270,0.074821035,0.705859856
CGI_10025236,0.06635531,0.705859856
CGI_10013104,-0.167454125,0.705885728
CGI_10020639,0.105556763,0.705885728
CGI_10022097,0.229817531,0.705885728
CGI_10001853,0.187794866,0.705933626
CGI_10004371,-0.077869091,0.706080643
CGI_10012320,0.206486469,0.706080643
CGI_10021669,0.167790795,0.706080643
CGI_10012924,-0.156581541,0.706106326
CGI_10013769,0.155928351,0.70611433
CGI_10025815,0.106400424,0.70611433
CGI_10005750,0.06549825,0.706186374
CGI_10006895,-0.244025554,0.706186374
CGI_10007224,-0.062502315,0.706186374
CGI_10013262,0.133697002,0.706186374
CGI_10014299,0.243177488,0.706186374
CGI_10019862,-0.089509166,0.706186374
CGI_10028587,0.208948748,0.706186374
CGI_10018589,-0.244017461,0.706210571
CGI_10028663,-0.163495138,0.706272818
CGI_10007409,0.243257821,0.706329669
CGI_10011452,-0.174436614,0.706329669
CGI_10014495,0.108718335,0.706622798
CGI_10003195,-0.060063107,0.706772908
CGI_10009504,0.242601915,0.70702558
CGI_10016972,-0.072843246,0.70702558
CGI_10000011,-0.235940952,0.707104289
CGI_10013780,-0.102382673,0.70714048
CGI_10005626,0.237472454,0.707179098
CGI_10011196,-0.09891182,0.707198351
CGI_10021229,-0.081974213,0.707272273
CGI_10006088,-0.087131384,0.707373236
CGI_10019495,-0.072798648,0.707373236
CGI_10004267,-0.154727268,0.707613217
CGI_10006443,0.151894776,0.707613217
CGI_10023416,-0.134890613,0.707613217
CGI_10003529,-0.13188674,0.707974948
CGI_10023963,-0.238341924,0.707974948
CGI_10016397,0.078146553,0.708060858
CGI_10025859,0.123698087,0.708060858
CGI_10004659,0.171985498,0.708080329
CGI_10006713,0.219905732,0.708133327
CGI_10024531,0.237246374,0.708133327
CGI_10027145,-0.138245464,0.708133327
CGI_10025988,0.082286838,0.70814267
CGI_10024289,-0.063404701,0.70819131
CGI_10021596,0.233380865,0.70820013
CGI_10001255,-0.241422624,0.708372248
CGI_10004938,0.219870881,0.708373448
CGI_10020324,0.142449303,0.708373448
CGI_10018451,0.104116747,0.708757417
CGI_10001449,-0.242849191,0.708821759
CGI_10007026,0.233376639,0.708821759
CGI_10016825,0.100020908,0.708821759
CGI_10019828,0.143175122,0.708821759
CGI_10001718,0.073309091,0.70905934
CGI_10006304,-0.184383876,0.70905934
CGI_10009039,0.235317662,0.70905934
CGI_10021224,0.142473652,0.70905934
CGI_10009756,0.091387813,0.709150256
CGI_10010387,0.120307817,0.709167899
CGI_10000850,-0.190406631,0.709182117
CGI_10000967,0.232482882,0.709182117
CGI_10007638,-0.167822198,0.709182117
CGI_10010856,-0.230241709,0.709182117
CGI_10011133,-0.104466777,0.709182117
CGI_10012111,-0.219074738,0.709182117
CGI_10021566,0.101319997,0.709182117
CGI_10027333,-0.164963042,0.709214687
CGI_10024137,0.066508795,0.709223638
CGI_10005253,0.090729922,0.709460523
CGI_10006239,-0.163106209,0.709460523
CGI_10008387,0.108136578,0.709460523
CGI_10015846,0.078953037,0.709460523
CGI_10011874,0.137645965,0.70956756
CGI_10024052,0.140503029,0.709575066
CGI_10023144,-0.215962412,0.709718459
CGI_10005795,-0.235648549,0.709783663
CGI_10013225,0.237134663,0.709783663
CGI_10026403,0.140485368,0.709783663
CGI_10027912,-0.10038552,0.709783663
CGI_10011488,0.168891992,0.709791108
CGI_10006885,-0.083434336,0.70981858
CGI_10003026,-0.101015144,0.710054303
CGI_10003439,0.121092829,0.710054303
CGI_10003604,-0.083214676,0.710054303
CGI_10005567,-0.235439531,0.710054303
CGI_10009305,-0.146763641,0.710054303
CGI_10017228,-0.08762868,0.710054303
CGI_10018435,0.111709619,0.710054303
CGI_10027231,-0.067564195,0.710054303
CGI_10027469,-0.122992618,0.710054303
CGI_10028209,-0.087913901,0.710054303
CGI_10028723,-0.165871699,0.710054303
CGI_10001447,-0.118382645,0.710243218
CGI_10020637,0.11405483,0.710420417
CGI_10002071,-0.24131633,0.710694265
CGI_10004421,-0.2399055,0.710694265
CGI_10014189,0.09415288,0.710694265
CGI_10015498,0.143180379,0.710694265
CGI_10018889,-0.103014881,0.710694265
CGI_10016121,-0.072992885,0.710788619
CGI_10020873,-0.223318327,0.71081933
CGI_10009201,0.241270909,0.71083899
CGI_10010222,0.190009617,0.710864491
CGI_10028905,0.181222828,0.710878552
CGI_10000174,-0.192691802,0.710908395
CGI_10021945,-0.106646482,0.710908395
CGI_10024559,-0.132209086,0.710908395
CGI_10007646,0.147728453,0.711267735
CGI_10027953,-0.138847503,0.711267735
CGI_10006397,0.085577765,0.711270469
CGI_10003583,0.202293368,0.711367197
CGI_10015031,0.139066635,0.711622639
CGI_10019453,-0.103213097,0.711757123
CGI_10000553,-0.190420649,0.711778109
CGI_10005157,-0.167698038,0.711778109
CGI_10005522,-0.10885006,0.711778109
CGI_10005707,-0.10431956,0.711778109
CGI_10008751,-0.072426871,0.711778109
CGI_10017553,0.06098358,0.711778109
CGI_10020727,0.120526291,0.711847782
CGI_10003511,0.240531846,0.711914906
CGI_10013206,-0.20983501,0.711922437
CGI_10001170,-0.161286339,0.712142303
CGI_10003551,-0.216227755,0.712545162
CGI_10015201,-0.150873341,0.712545162
CGI_10019567,0.078292205,0.712545162
CGI_10022106,-0.085138686,0.712545162
CGI_10023869,-0.229476911,0.712545162
CGI_10026948,0.23624883,0.712545162
CGI_10028496,0.146967569,0.712545162
CGI_10006911,0.233629486,0.712682629
CGI_10008835,0.222719081,0.712682629
CGI_10021298,-0.125934047,0.712682629
CGI_10025738,0.11685713,0.712682629
CGI_10018731,-0.225483648,0.712758943
CGI_10010141,0.0916566,0.712760374
CGI_10022100,-0.222990157,0.712843939
CGI_10022027,-0.070365768,0.713004961
CGI_10022332,0.21779616,0.713056895
CGI_10012662,-0.083142397,0.713060556
CGI_10018133,-0.121320694,0.713060556
CGI_10022237,0.070328922,0.713179469
CGI_10016434,-0.154677095,0.71318344
CGI_10023570,0.100836003,0.71318344
CGI_10018289,-0.235939831,0.713196615
CGI_10009589,0.154588102,0.713210884
CGI_10013463,0.103516217,0.713210884
CGI_10023376,0.111261534,0.713447943
CGI_10024187,0.091499516,0.713447943
CGI_10027177,0.112688842,0.713447943
CGI_10012489,-0.071912919,0.713467752
CGI_10013150,-0.093673953,0.713728065
CGI_10013270,-0.098277302,0.713728065
CGI_10017247,0.104886954,0.713728065
CGI_10019455,-0.137146418,0.713728065
CGI_10021757,-0.166276973,0.713728065
CGI_10028366,-0.235948844,0.713728065
CGI_10000841,-0.207387771,0.713821952
CGI_10024948,0.107647601,0.713821952
CGI_10009142,0.13879753,0.713926346
CGI_10000954,0.083880557,0.713953952
CGI_10018966,-0.216534024,0.714057671
CGI_10020089,0.237349751,0.714057671
CGI_10009796,0.126615923,0.714098963
CGI_10014414,0.08416922,0.714098963
CGI_10019452,0.229707261,0.714157119
CGI_10026579,-0.229927945,0.714360978
CGI_10028071,-0.068601639,0.714432498
CGI_10028605,-0.236866331,0.714608149
CGI_10001561,0.212473812,0.714679511
CGI_10017187,0.234296213,0.714679511
CGI_10023885,0.214828593,0.714693174
CGI_10003816,-0.069695046,0.714746994
CGI_10020093,0.162995366,0.714788642
CGI_10018365,0.105110311,0.714801105
CGI_10008481,-0.112232503,0.714810055
CGI_10002523,0.122917014,0.714912253
CGI_10005985,0.131484785,0.715160688
CGI_10010266,-0.235865836,0.715160688
CGI_10025023,-0.10772877,0.715281083
CGI_10020838,-0.070512131,0.715285804
CGI_10021195,0.237291019,0.715285804
CGI_10028298,0.073964492,0.715453166
CGI_10010999,0.197102979,0.715474102
CGI_10024332,-0.149089418,0.715702738
CGI_10027862,0.070479726,0.715702738
CGI_10021333,-0.118285456,0.715731844
CGI_10021296,-0.198697194,0.715952565
CGI_10011376,0.183402397,0.716014148
CGI_10003565,-0.212825281,0.716166537
CGI_10013027,-0.150309835,0.716166537
CGI_10016716,0.08287922,0.716166537
CGI_10016329,-0.083253813,0.716206119
CGI_10016072,0.096692173,0.716321755
CGI_10024315,-0.230574219,0.716389606
CGI_10010755,-0.222919513,0.716610786
CGI_10020574,0.113446007,0.716610786
CGI_10012014,0.073717567,0.716979702
CGI_10004745,-0.19093675,0.717217804
CGI_10007827,-0.078086892,0.717217804
CGI_10008931,-0.111418242,0.717217804
CGI_10010550,0.072393656,0.717217804
CGI_10018322,0.094881035,0.717217804
CGI_10024421,0.114981957,0.717217804
CGI_10015024,-0.215903035,0.717231001
CGI_10022382,0.087051149,0.717316527
CGI_10022663,0.211276295,0.717316527
CGI_10016495,-0.227940561,0.717359838
CGI_10017613,-0.085313916,0.717359838
CGI_10002476,-0.141334698,0.71742552
CGI_10003164,-0.140075252,0.71742552
CGI_10020215,-0.221573684,0.71742552
CGI_10021254,0.079224007,0.717433244
CGI_10019821,-0.125481884,0.717571356
CGI_10012209,-0.233160746,0.717627324
CGI_10009216,-0.206165454,0.71765861
CGI_10014478,0.11550477,0.717811654
CGI_10021786,0.134786185,0.718095972
CGI_10013785,0.060701957,0.718231751
CGI_10005329,0.235693134,0.718302931
CGI_10010389,0.129378623,0.718339322
CGI_10014941,-0.079594612,0.718339322
CGI_10007756,-0.222775902,0.718485619
CGI_10012401,-0.113636441,0.718504476
CGI_10012523,-0.225079121,0.718504476
CGI_10000326,-0.149502699,0.718549522
CGI_10006254,-0.235677069,0.718549522
CGI_10006409,-0.102817116,0.718549522
CGI_10019061,-0.229335414,0.718549522
CGI_10014274,-0.081399277,0.718560908
CGI_10028808,-0.10141651,0.718560908
CGI_10000293,0.133016587,0.718641564
CGI_10000762,0.136157075,0.718641564
CGI_10004698,0.202524635,0.718641564
CGI_10010229,0.231708632,0.718641564
CGI_10011097,-0.231993307,0.718641564
CGI_10014915,0.090821329,0.718641564
CGI_10016923,-0.159695397,0.718641564
CGI_10018345,-0.057031351,0.718641564
CGI_10018461,-0.079028875,0.718641665
CGI_10004933,-0.068452213,0.718765803
CGI_10023657,0.097350686,0.718807088
CGI_10026182,-0.08882007,0.718837703
CGI_10014753,0.088645438,0.718938243
CGI_10008199,0.118412054,0.71894021
CGI_10009889,0.16463618,0.718947998
CGI_10000267,-0.210115834,0.718998096
CGI_10002447,-0.17547232,0.719051369
CGI_10001512,-0.190883672,0.719105529
CGI_10014707,0.122719416,0.719223065
CGI_10020758,0.074034417,0.719223065
CGI_10007737,0.089014696,0.719290173
CGI_10002040,-0.068169781,0.719371602
CGI_10004670,-0.235329056,0.719371602
CGI_10017202,-0.210746013,0.719371602
CGI_10028803,0.209486375,0.719379734
CGI_10005692,0.090529998,0.720077237
CGI_10027170,-0.066067239,0.720130225
CGI_10008953,-0.082428018,0.72027267
CGI_10001716,0.083274882,0.72029275
CGI_10023406,0.109009934,0.72029275
CGI_10015918,0.114687264,0.720438113
CGI_10003117,-0.127850027,0.720589731
CGI_10007826,-0.124100084,0.720589731
CGI_10018846,0.232192059,0.720589731
CGI_10004558,0.130758139,0.720769086
CGI_10008358,-0.225268781,0.720805499
CGI_10003758,0.095992655,0.720877766
CGI_10001819,0.083319921,0.720891792
CGI_10004250,0.159971557,0.720891792
CGI_10008694,0.158484464,0.720891792
CGI_10019884,0.231060154,0.720892973
CGI_10026118,-0.100461452,0.720899428
CGI_10005209,-0.107779725,0.720956463
CGI_10006501,-0.116525132,0.720956463
CGI_10009805,0.21067893,0.720956463
CGI_10015805,0.101097255,0.720956463
CGI_10016960,0.095902368,0.720956463
CGI_10018390,-0.160259561,0.720956463
CGI_10021597,0.19819363,0.720956463
CGI_10002805,0.151612419,0.72147536
CGI_10007624,-0.229800524,0.72147536
CGI_10007740,0.132038326,0.72147536
CGI_10009695,-0.172894329,0.72147536
CGI_10014154,-0.067856921,0.72147536
CGI_10019057,0.081131357,0.72147536
CGI_10019069,0.110913584,0.72147536
CGI_10022763,0.129369863,0.72147536
CGI_10026037,-0.091810251,0.72147536
CGI_10015402,-0.09085799,0.721569796
CGI_10009745,-0.092967103,0.721589924
CGI_10022503,-0.08705881,0.721670083
CGI_10025909,-0.072730165,0.72185278
CGI_10000248,-0.207922483,0.72213843
CGI_10008550,-0.232797913,0.722214768
CGI_10022243,-0.168758908,0.722359915
CGI_10001521,-0.109634281,0.722516717
CGI_10015885,0.193805043,0.722784836
CGI_10010628,-0.082565525,0.723116737
CGI_10002914,-0.164812234,0.723179112
CGI_10021384,-0.155031942,0.723209952
CGI_10017789,-0.23287243,0.723546972
CGI_10006426,-0.069836503,0.723619297
CGI_10005716,0.0808882,0.723733034
CGI_10007510,-0.145572178,0.723849488
CGI_10019807,-0.233045427,0.723849488
CGI_10026117,-0.119503666,0.723882304
CGI_10001589,-0.17776398,0.723933291
CGI_10025240,-0.071148982,0.723956218
CGI_10012316,0.203589152,0.724231007
CGI_10012146,0.1761546,0.724252152
CGI_10015255,-0.154910127,0.724268787
CGI_10020996,0.082282275,0.724268787
CGI_10017200,0.070910685,0.724311883
CGI_10009564,0.155369269,0.72431367
CGI_10000391,-0.231208542,0.724322562
CGI_10010317,0.207339074,0.724322562
CGI_10016316,0.173939217,0.724723769
CGI_10025273,-0.139450516,0.724902091
CGI_10026493,0.149613976,0.725064549
CGI_10026430,-0.178866981,0.725278742
CGI_10000525,0.183382763,0.725482738
CGI_10002046,0.227018089,0.725482738
CGI_10003006,0.215930975,0.725482738
CGI_10003667,-0.171190269,0.725482738
CGI_10003799,-0.089205976,0.725482738
CGI_10005570,0.110859689,0.725482738
CGI_10008922,-0.201851296,0.725482738
CGI_10009471,0.074972777,0.725482738
CGI_10019424,0.132286276,0.725482738
CGI_10022336,0.140268359,0.725482738
CGI_10023703,-0.137168027,0.725482738
CGI_10024713,0.154676965,0.725482738
CGI_10025792,0.220913692,0.725482738
CGI_10025880,-0.171235782,0.725482738
CGI_10025935,0.060373135,0.725482738
CGI_10027066,-0.226417094,0.725482738
CGI_10028022,0.11441742,0.725482738
CGI_10012666,0.093894776,0.725622643
CGI_10024879,0.220074984,0.725676421
CGI_10027770,0.190419487,0.725794717
CGI_10000336,-0.190254155,0.726025311
CGI_10024864,-0.214349953,0.726025311
CGI_10000113,0.230964268,0.726036635
CGI_10008653,0.21050383,0.726036635
CGI_10013132,-0.161920339,0.726036635
CGI_10023014,-0.200601588,0.726036635
CGI_10027590,0.088283473,0.726036635
CGI_10028073,0.109918267,0.726036635
CGI_10028288,0.069567501,0.726036635
CGI_10016861,-0.118145915,0.726095178
CGI_10006103,0.114978007,0.726147908
CGI_10026389,-0.142687801,0.726177554
CGI_10002784,-0.215782777,0.726201359
CGI_10022258,-0.090513404,0.726506283
CGI_10008547,0.231020986,0.726674936
CGI_10018454,-0.095047068,0.726719977
CGI_10023675,0.092231629,0.726905146
CGI_10003309,-0.208452216,0.727145712
CGI_10007362,0.175024349,0.727161195
CGI_10022150,-0.114651412,0.727230239
CGI_10003443,0.119193545,0.72742173
CGI_10005804,0.076366985,0.72742173
CGI_10008952,-0.082671843,0.72742173
CGI_10012443,-0.118621015,0.72742173
CGI_10018789,-0.085904184,0.72742173
CGI_10019850,-0.221581818,0.72742173
CGI_10023187,-0.134541493,0.72742173
CGI_10023324,0.148757153,0.72742173
CGI_10024218,-0.135699962,0.72742173
CGI_10025881,-0.222038247,0.72742173
CGI_10028896,-0.206739131,0.72742173
CGI_10000430,0.198990028,0.727453141
CGI_10020495,0.128951236,0.727453141
CGI_10007806,0.087974053,0.727458518
CGI_10027654,0.160690901,0.727525117
CGI_10014671,-0.16228352,0.727577942
CGI_10018761,0.230275427,0.727595268
CGI_10025870,0.166067808,0.727595268
CGI_10027361,-0.129063178,0.727768315
CGI_10011502,0.153143248,0.727924964
CGI_10017508,0.132888931,0.727924964
CGI_10024251,-0.217483442,0.728005024
CGI_10009761,0.201408222,0.72832418
CGI_10011862,0.21672587,0.72832418
CGI_10018182,0.095979368,0.72832418
CGI_10021609,0.212862902,0.72832418
CGI_10021025,0.171160223,0.728713908
CGI_10015012,0.074433873,0.72874337
CGI_10019860,-0.126434516,0.72874337
CGI_10027747,0.190233847,0.728966941
CGI_10006938,0.111920023,0.729016643
CGI_10010220,0.227675812,0.729016643
CGI_10010972,0.201965364,0.729016643
CGI_10014598,0.070277135,0.729016643
CGI_10019940,-0.226627661,0.729016643
CGI_10011997,-0.201279602,0.729016682
CGI_10022193,-0.177191639,0.729016682
CGI_10023249,-0.118514013,0.729016682
CGI_10028546,-0.220921082,0.729016682
CGI_10003473,-0.21526247,0.72908701
CGI_10005185,-0.057333134,0.72908701
CGI_10005908,-0.088715706,0.72908701
CGI_10000741,0.113245171,0.729137414
CGI_10008818,-0.125393343,0.729168544
CGI_10021762,-0.064850249,0.729383929
CGI_10027124,-0.075786437,0.729415083
CGI_10004107,-0.074726504,0.729435424
CGI_10022294,0.206077382,0.729435424
CGI_10005739,-0.209435229,0.729675635
CGI_10007284,0.15294331,0.729675635
CGI_10020560,0.144706686,0.729675635
CGI_10022129,0.111808841,0.729675635
CGI_10026505,0.164714581,0.729675635
CGI_10027796,0.22212516,0.729675635
CGI_10028167,-0.221344928,0.729675635
CGI_10028197,0.065938635,0.729675635
CGI_10028208,-0.069148042,0.729675635
CGI_10028345,-0.162447468,0.729831159
CGI_10008281,0.073989109,0.72985024
CGI_10002625,0.077501922,0.730095578
CGI_10005298,0.113282764,0.730095578
CGI_10006391,0.09563317,0.730095578
CGI_10012299,-0.153854086,0.730095578
CGI_10013765,-0.093248344,0.730095578
CGI_10022817,0.140635445,0.730095578
CGI_10024812,-0.198637225,0.730095578
CGI_10028626,-0.22150081,0.730095578
CGI_10028031,0.120720922,0.730126261
CGI_10002715,0.071413516,0.730127329
CGI_10024580,-0.085108829,0.730127329
CGI_10018482,0.079868002,0.730172019
CGI_10011521,0.086602269,0.730523847
CGI_10018437,-0.223354372,0.730523847
CGI_10016236,0.201475598,0.730541961
CGI_10019873,-0.106019732,0.730541961
CGI_10027421,0.140570523,0.730694469
CGI_10003828,0.135475169,0.730837321
CGI_10018682,-0.102444501,0.730837321
CGI_10014279,0.227791427,0.730848323
CGI_10021603,0.066886052,0.73089268
